review_id,customer_id,product_id,rating,review_text,date_review,sentiment
REV00646,CUS01187,PRD002,5,"Tres satisfait, qualite au rendez-vous.",2022-11-18,positif
REV00647,CUS00573,PRD024,4,"Produit fantastique, rapport qualite-prix excellent.",2022-05-24,positif
REV00648,CUS01290,PRD026,3,"Produit moyen, attendais mieux.",2022-08-12,neutre
REV00649,CUS01006,PRD029,4,"Super produit, je recommande vivement.",2022-08-11,positif
REV00650,CUS02353,PRD020,4,"Produit conforme, livraison soignee.",2023-12-31,positif
REV00651,CUS01207,PRD027,5,"Produit conforme, livraison soignee.",2024-02-27,positif
REV00652,CUS01370,PRD028,5,"Excellent produit, livraison rapide !",2023-05-31,positif
REV00653,CUS02157,PRD021,4,"Tres satisfait, qualite au rendez-vous.",2023-01-06,positif
REV00654,CUS01569,PRD016,1,"Service client inexistant, probleme non resolu.",2023-12-01,negatif
REV00655,CUS02702,PRD013,5,"Tres satisfait, qualite au rendez-vous.",2022-01-23,positif
REV00656,CUS01686,PRD023,3,Conforme mais delai un peu long.,2023-12-15,neutre
REV00657,CUS02658,PRD024,1,Qualite tres inferieure aux photos.,2022-02-21,negatif
REV00658,CUS02377,PRD006,4,"Excellent produit, livraison rapide !",2023-01-25,positif
REV00659,CUS01880,PRD017,4,"Produit fantastique, rapport qualite-prix excellent.",2023-03-30,positif
REV00660,CUS02712,PRD024,4,"Produit conforme, livraison soignee.",2022-01-26,positif
REV00661,CUS00598,PRD027,4,"Super produit, je recommande vivement.",2023-01-17,positif
REV00662,CUS01429,PRD024,5,"Parfait, correspond a la description.",2023-12-28,positif
REV00663,CUS00870,PRD019,4,"Produit conforme, livraison soignee.",2022-12-06,positif
REV00664,CUS00953,PRD012,4,"Parfait, correspond a la description.",2023-03-01,positif
REV00665,CUS02731,PRD011,1,"Service client inexistant, probleme non resolu.",2023-12-21,negatif
REV00666,CUS00637,PRD012,2,"Service client inexistant, probleme non resolu.",2023-10-19,negatif
REV00667,CUS00460,PRD028,4,"Parfait, correspond a la description.",2022-09-20,positif
REV00668,CUS02011,PRD020,1,"Tres decu, le produit ne fonctionne pas.",2024-01-07,negatif
REV00669,CUS01113,PRD001,3,"Produit moyen, attendais mieux.",2022-12-24,neutre
REV00670,CUS02938,PRD015,5,"Produit conforme, livraison soignee.",2023-03-18,positif
REV00671,CUS00351,PRD016,5,"Excellent produit, livraison rapide !",2023-07-09,positif
REV00672,CUS02205,PRD011,4,"Excellent produit, livraison rapide !",2022-06-25,positif
REV00673,CUS01139,PRD017,5,"Produit fantastique, rapport qualite-prix excellent.",2023-04-27,positif
REV00674,CUS02219,PRD022,5,"Produit fantastique, rapport qualite-prix excellent.",2022-07-27,positif
REV00675,CUS00688,PRD007,1,"Tres decu, le produit ne fonctionne pas.",2023-03-29,negatif
REV00676,CUS02634,PRD009,5,"Produit conforme, livraison soignee.",2023-09-11,positif
REV00677,CUS01883,PRD029,3,"Produit correct, sans plus.",2024-03-20,neutre
REV00678,CUS00350,PRD013,5,Je suis ravi de cet achat.,2024-03-31,positif
REV00679,CUS00829,PRD012,2,"Delai inacceptable, plus de 3 semaines.",2023-11-03,negatif
REV00680,CUS02564,PRD001,4,"Excellent produit, livraison rapide !",2022-05-24,positif
REV00681,CUS01586,PRD018,5,"Tres satisfait, qualite au rendez-vous.",2024-03-26,positif
REV00682,CUS00912,PRD006,5,Tres bonne experience d'achat.,2022-08-13,positif
REV00683,CUS00454,PRD027,5,"Excellent produit, livraison rapide !",2022-10-01,positif
REV00684,CUS00121,PRD011,5,"Produit conforme, livraison soignee.",2022-10-14,positif
REV00685,CUS02575,PRD030,4,"Produit conforme, livraison soignee.",2023-02-17,positif
REV00686,CUS00288,PRD024,2,"Livraison tres en retard, emballage abime.",2023-10-04,negatif
REV00687,CUS01017,PRD010,5,"Produit fantastique, rapport qualite-prix excellent.",2022-10-04,positif
REV00688,CUS02800,PRD007,5,"Parfait, correspond a la description.",2023-07-10,positif
REV00689,CUS02864,PRD030,5,"Parfait, correspond a la description.",2022-12-09,positif
REV00690,CUS02129,PRD013,4,"Tres satisfait, qualite au rendez-vous.",2024-03-03,positif
REV00691,CUS02812,PRD006,3,"Produit correct, sans plus.",2024-01-14,neutre
REV00692,CUS00410,PRD007,4,Tres bonne experience d'achat.,2023-01-20,positif
REV00693,CUS01238,PRD018,3,Conforme mais delai un peu long.,2023-01-21,neutre
REV00694,CUS01524,PRD026,4,"Tres satisfait, qualite au rendez-vous.",2024-07-04,positif
REV00695,CUS00090,PRD030,4,"Parfait, correspond a la description.",2023-08-02,positif
REV00696,CUS01465,PRD006,5,"Parfait, correspond a la description.",2022-01-29,positif
REV00697,CUS02919,PRD005,4,"Tres satisfait, qualite au rendez-vous.",2023-05-08,positif
REV00698,CUS01008,PRD017,4,"Parfait, correspond a la description.",2024-01-01,positif
REV00699,CUS00378,PRD026,5,"Excellent produit, livraison rapide !",2023-02-20,positif
REV00700,CUS01053,PRD022,4,Je suis ravi de cet achat.,2022-07-25,positif
REV00701,CUS01709,PRD005,5,"Produit fantastique, rapport qualite-prix excellent.",2023-07-01,positif
REV00702,CUS01136,PRD011,2,Qualite tres inferieure aux photos.,2023-02-18,negatif
REV00703,CUS01613,PRD015,5,"Excellent produit, livraison rapide !",2023-11-17,positif
REV00704,CUS02139,PRD028,5,"Excellent produit, livraison rapide !",2023-05-09,positif
REV00705,CUS00770,PRD016,5,"Parfait, correspond a la description.",2024-02-02,positif
REV00706,CUS02413,PRD030,1,"Produit defectueux, retour complique.",2022-08-28,negatif
REV00707,CUS01114,PRD002,4,"Super produit, je recommande vivement.",2022-06-21,positif
REV00708,CUS01005,PRD025,5,"Produit conforme, livraison soignee.",2023-10-23,positif
REV00709,CUS01439,PRD022,5,Je suis ravi de cet achat.,2023-09-17,positif
REV00710,CUS02382,PRD020,5,"Excellent produit, livraison rapide !",2023-08-24,positif
REV00711,CUS00285,PRD012,5,"Produit conforme, livraison soignee.",2023-06-04,positif
REV00712,CUS00473,PRD014,5,"Produit conforme, livraison soignee.",2023-10-10,positif
REV00713,CUS02776,PRD026,5,"Excellent produit, livraison rapide !",2024-05-28,positif
REV00714,CUS02823,PRD005,5,"Parfait, correspond a la description.",2022-11-07,positif
REV00715,CUS02609,PRD004,5,Je suis ravi de cet achat.,2024-06-28,positif
REV00716,CUS02851,PRD019,5,"Super produit, je recommande vivement.",2023-02-07,positif
REV00717,CUS01281,PRD018,3,"Produit correct, sans plus.",2023-01-26,neutre
REV00718,CUS02036,PRD029,3,"Produit correct, sans plus.",2023-10-17,neutre
REV00719,CUS00021,PRD028,5,Je suis ravi de cet achat.,2022-06-27,positif
REV00720,CUS02597,PRD007,4,Je suis ravi de cet achat.,2024-02-05,positif
REV00721,CUS02910,PRD011,5,"Produit conforme, livraison soignee.",2023-01-30,positif
REV00722,CUS02509,PRD019,5,"Super produit, je recommande vivement.",2024-03-31,positif
REV00723,CUS01177,PRD022,5,"Tres satisfait, qualite au rendez-vous.",2022-11-14,positif
REV00724,CUS00637,PRD016,2,Produit ne correspond pas a la description.,2023-11-04,negatif
REV00725,CUS02224,PRD007,5,"Super produit, je recommande vivement.",2023-10-13,positif
REV00726,CUS00496,PRD001,3,"Produit correct, sans plus.",2022-12-06,neutre
REV00727,CUS02459,PRD019,3,Rien d'exceptionnel pour ce prix.,2022-05-18,neutre
REV00728,CUS02345,PRD021,3,Rien d'exceptionnel pour ce prix.,2023-12-14,neutre
REV00729,CUS02222,PRD003,3,"Service standard, produit dans la moyenne.",2024-05-04,neutre
REV00730,CUS00578,PRD019,3,Rien d'exceptionnel pour ce prix.,2022-08-18,neutre
REV00731,CUS02875,PRD026,1,"Delai inacceptable, plus de 3 semaines.",2023-06-19,negatif
REV00732,CUS02344,PRD018,5,"Excellent produit, livraison rapide !",2023-07-14,positif
REV00733,CUS00211,PRD012,4,"Produit fantastique, rapport qualite-prix excellent.",2022-10-17,positif
REV00734,CUS00933,PRD006,1,"Delai inacceptable, plus de 3 semaines.",2022-07-29,negatif
REV00735,CUS01448,PRD002,4,"Tres satisfait, qualite au rendez-vous.",2024-06-12,positif
REV00736,CUS02263,PRD005,5,"Super produit, je recommande vivement.",2023-10-21,positif
REV00737,CUS02524,PRD022,5,Tres bonne experience d'achat.,2023-05-10,positif
REV00738,CUS02313,PRD021,5,"Excellent produit, livraison rapide !",2024-02-07,positif
REV00739,CUS01224,PRD002,4,"Tres satisfait, qualite au rendez-vous.",2023-02-27,positif
REV00740,CUS00920,PRD021,4,"Super produit, je recommande vivement.",2023-01-22,positif
REV00741,CUS02419,PRD004,5,"Parfait, correspond a la description.",2023-06-20,positif
REV00742,CUS00059,PRD016,3,Rien d'exceptionnel pour ce prix.,2023-10-27,neutre
REV00743,CUS02591,PRD009,4,"Produit conforme, livraison soignee.",2023-09-24,positif
REV00744,CUS01455,PRD016,5,"Produit conforme, livraison soignee.",2023-11-01,positif
REV00745,CUS00897,PRD006,3,Conforme mais delai un peu long.,2023-03-24,neutre
REV00746,CUS01135,PRD021,5,"Super produit, je recommande vivement.",2022-08-19,positif
REV00747,CUS01556,PRD002,5,"Produit fantastique, rapport qualite-prix excellent.",2022-05-31,positif
REV00748,CUS02082,PRD020,5,"Tres satisfait, qualite au rendez-vous.",2022-02-26,positif
REV00749,CUS02736,PRD028,5,Je suis ravi de cet achat.,2022-11-28,positif
REV00750,CUS01585,PRD014,4,Tres bonne experience d'achat.,2022-03-08,positif
REV00751,CUS02638,PRD013,4,"Parfait, correspond a la description.",2024-02-09,positif
REV00752,CUS01361,PRD015,5,"Produit fantastique, rapport qualite-prix excellent.",2023-01-18,positif
REV00753,CUS01385,PRD007,3,"Produit moyen, attendais mieux.",2024-02-08,neutre
REV00754,CUS00219,PRD026,5,Tres bonne experience d'achat.,2022-05-05,positif
REV00755,CUS01801,PRD026,5,"Excellent produit, livraison rapide !",2022-06-22,positif
REV00756,CUS02819,PRD008,5,Je suis ravi de cet achat.,2024-01-04,positif
REV00757,CUS00030,PRD013,5,"Parfait, correspond a la description.",2024-07-05,positif
REV00758,CUS01008,PRD025,4,"Excellent produit, livraison rapide !",2024-05-02,positif
REV00759,CUS02344,PRD001,4,"Parfait, correspond a la description.",2023-08-06,positif
REV00760,CUS01999,PRD027,4,"Excellent produit, livraison rapide !",2022-03-12,positif
REV00761,CUS01398,PRD011,4,"Produit fantastique, rapport qualite-prix excellent.",2022-11-05,positif
REV00762,CUS02450,PRD008,5,Tres bonne experience d'achat.,2022-01-23,positif
REV00763,CUS01583,PRD026,2,"Service client inexistant, probleme non resolu.",2024-05-16,negatif
REV00764,CUS02166,PRD011,3,"Produit correct, sans plus.",2023-11-08,neutre
REV00765,CUS01471,PRD019,5,Tres bonne experience d'achat.,2022-02-21,positif
REV00766,CUS01481,PRD010,3,Rien d'exceptionnel pour ce prix.,2023-06-06,neutre
REV00767,CUS01723,PRD008,3,"Produit moyen, attendais mieux.",2023-06-02,neutre
REV00768,CUS02380,PRD001,5,"Tres satisfait, qualite au rendez-vous.",2022-03-12,positif
REV00769,CUS01465,PRD030,5,"Tres satisfait, qualite au rendez-vous.",2023-11-05,positif
REV00770,CUS02535,PRD007,5,"Tres satisfait, qualite au rendez-vous.",2022-10-23,positif
REV00771,CUS02523,PRD026,4,Tres bonne experience d'achat.,2022-10-14,positif
REV00772,CUS01185,PRD025,3,"Produit correct, sans plus.",2022-03-03,neutre
REV00773,CUS02557,PRD003,4,"Produit conforme, livraison soignee.",2023-01-28,positif
REV00774,CUS02662,PRD013,4,"Super produit, je recommande vivement.",2022-11-29,positif
REV00775,CUS01191,PRD027,5,"Parfait, correspond a la description.",2022-03-29,positif
REV00776,CUS01971,PRD026,5,"Parfait, correspond a la description.",2022-08-30,positif
REV00777,CUS02800,PRD015,4,"Produit fantastique, rapport qualite-prix excellent.",2022-11-14,positif
REV00778,CUS02233,PRD010,5,"Excellent produit, livraison rapide !",2022-11-28,positif
REV00779,CUS01318,PRD011,4,"Excellent produit, livraison rapide !",2024-01-14,positif
REV00780,CUS01929,PRD025,1,"Mauvaise qualite, je regrette mon achat.",2023-01-28,negatif
REV00781,CUS00345,PRD019,5,"Produit conforme, livraison soignee.",2022-05-21,positif
REV00782,CUS00374,PRD029,4,"Excellent produit, livraison rapide !",2023-08-19,positif
REV00783,CUS02465,PRD006,4,Je suis ravi de cet achat.,2023-12-28,positif
REV00784,CUS00931,PRD017,5,"Produit conforme, livraison soignee.",2022-07-13,positif
REV00785,CUS00326,PRD028,5,"Produit conforme, livraison soignee.",2023-05-18,positif
REV00786,CUS01565,PRD011,5,"Parfait, correspond a la description.",2022-11-28,positif
REV00787,CUS00427,PRD018,5,"Parfait, correspond a la description.",2022-06-16,positif
REV00788,CUS00403,PRD011,3,"Service standard, produit dans la moyenne.",2023-09-24,neutre
REV00789,CUS02385,PRD027,5,Tres bonne experience d'achat.,2022-02-17,positif
REV00790,CUS01974,PRD010,4,"Tres satisfait, qualite au rendez-vous.",2023-03-31,positif
REV00791,CUS00853,PRD024,4,"Produit conforme, livraison soignee.",2023-01-04,positif
REV00792,CUS00152,PRD005,4,"Parfait, correspond a la description.",2022-07-01,positif
REV00793,CUS02565,PRD016,5,"Produit conforme, livraison soignee.",2022-04-28,positif
REV00794,CUS00277,PRD002,4,"Excellent produit, livraison rapide !",2024-06-08,positif
REV00795,CUS02795,PRD003,3,"Service standard, produit dans la moyenne.",2022-12-16,neutre
REV00796,CUS00970,PRD022,5,"Produit conforme, livraison soignee.",2024-02-11,positif
REV00797,CUS00941,PRD021,1,"Delai inacceptable, plus de 3 semaines.",2023-03-23,negatif
REV00798,CUS01719,PRD030,5,"Tres satisfait, qualite au rendez-vous.",2023-08-01,positif
REV00799,CUS02411,PRD016,3,"Service standard, produit dans la moyenne.",2024-02-12,neutre
REV00800,CUS00829,PRD006,3,Conforme mais delai un peu long.,2022-06-26,neutre
REV00801,CUS02903,PRD023,5,"Tres satisfait, qualite au rendez-vous.",2022-04-26,positif
REV00802,CUS02414,PRD026,4,"Parfait, correspond a la description.",2022-03-30,positif
REV00803,CUS02176,PRD012,5,"Produit conforme, livraison soignee.",2022-08-07,positif
REV00804,CUS00027,PRD010,4,"Tres satisfait, qualite au rendez-vous.",2024-04-18,positif
REV00805,CUS02063,PRD025,5,"Produit conforme, livraison soignee.",2023-11-14,positif
REV00806,CUS01913,PRD030,4,"Super produit, je recommande vivement.",2023-02-15,positif
REV00807,CUS01927,PRD005,5,"Excellent produit, livraison rapide !",2022-02-19,positif
REV00808,CUS01421,PRD030,5,Je suis ravi de cet achat.,2023-01-13,positif
REV00809,CUS00766,PRD011,3,Rien d'exceptionnel pour ce prix.,2024-06-03,neutre
REV00810,CUS00436,PRD021,1,"Tres decu, le produit ne fonctionne pas.",2023-03-21,negatif
REV00811,CUS00157,PRD019,2,"Produit defectueux, retour complique.",2022-11-15,negatif
REV00812,CUS02910,PRD020,2,"Delai inacceptable, plus de 3 semaines.",2024-02-21,negatif
REV00813,CUS00469,PRD006,3,Conforme mais delai un peu long.,2023-05-26,neutre
REV00814,CUS02779,PRD003,4,"Produit conforme, livraison soignee.",2022-05-14,positif
REV00815,CUS01451,PRD021,5,"Produit fantastique, rapport qualite-prix excellent.",2023-07-14,positif
REV00816,CUS00061,PRD009,4,"Produit conforme, livraison soignee.",2023-02-04,positif
REV00817,CUS01279,PRD028,4,"Produit conforme, livraison soignee.",2023-06-08,positif
REV00818,CUS02150,PRD019,4,Je suis ravi de cet achat.,2024-02-15,positif
REV00819,CUS02119,PRD003,4,Je suis ravi de cet achat.,2023-05-11,positif
REV00820,CUS02937,PRD021,5,Tres bonne experience d'achat.,2023-08-09,positif
REV00821,CUS01970,PRD005,2,"Produit defectueux, retour complique.",2022-08-26,negatif
REV00822,CUS01340,PRD027,4,"Super produit, je recommande vivement.",2022-09-24,positif
REV00823,CUS02880,PRD030,5,Je suis ravi de cet achat.,2023-01-27,positif
REV00824,CUS00435,PRD026,4,"Super produit, je recommande vivement.",2024-01-16,positif
REV00825,CUS02551,PRD002,4,Tres bonne experience d'achat.,2022-07-13,positif
REV00826,CUS00732,PRD024,5,Tres bonne experience d'achat.,2022-09-27,positif
REV00827,CUS00623,PRD030,4,Tres bonne experience d'achat.,2022-11-13,positif
REV00828,CUS00534,PRD015,5,"Produit fantastique, rapport qualite-prix excellent.",2022-05-01,positif
REV00829,CUS01838,PRD014,3,Rien d'exceptionnel pour ce prix.,2023-01-27,neutre
REV00830,CUS02927,PRD029,5,Je suis ravi de cet achat.,2023-01-10,positif
REV00831,CUS00259,PRD013,4,"Produit conforme, livraison soignee.",2022-06-26,positif
REV00832,CUS01058,PRD025,4,"Excellent produit, livraison rapide !",2023-04-26,positif
REV00833,CUS00858,PRD030,4,Tres bonne experience d'achat.,2022-03-12,positif
REV00834,CUS00879,PRD018,5,"Super produit, je recommande vivement.",2024-06-19,positif
REV00835,CUS01775,PRD021,3,"Service standard, produit dans la moyenne.",2023-03-07,neutre
REV00836,CUS00438,PRD012,4,"Parfait, correspond a la description.",2022-10-19,positif
REV00837,CUS01907,PRD029,5,"Excellent produit, livraison rapide !",2023-01-06,positif
REV00838,CUS02792,PRD017,5,Je suis ravi de cet achat.,2023-09-07,positif
REV00839,CUS00744,PRD022,4,"Tres satisfait, qualite au rendez-vous.",2023-03-21,positif
REV00840,CUS00045,PRD029,5,"Super produit, je recommande vivement.",2022-08-17,positif
REV00841,CUS02076,PRD010,5,"Tres satisfait, qualite au rendez-vous.",2023-07-12,positif
REV00842,CUS00205,PRD023,5,"Produit conforme, livraison soignee.",2022-09-18,positif
REV00843,CUS02547,PRD024,3,"Produit correct, sans plus.",2022-03-17,neutre
REV00844,CUS00774,PRD004,5,"Tres satisfait, qualite au rendez-vous.",2023-11-29,positif
REV00845,CUS01243,PRD019,5,"Parfait, correspond a la description.",2022-07-17,positif
REV00846,CUS01985,PRD023,5,"Produit conforme, livraison soignee.",2022-12-29,positif
REV00847,CUS01378,PRD012,5,"Tres satisfait, qualite au rendez-vous.",2023-09-06,positif
REV00848,CUS00685,PRD014,4,"Produit conforme, livraison soignee.",2022-08-17,positif
REV00849,CUS00009,PRD002,4,"Tres satisfait, qualite au rendez-vous.",2022-02-12,positif
REV00850,CUS00141,PRD014,4,Tres bonne experience d'achat.,2022-01-17,positif
REV00851,CUS00183,PRD028,5,Tres bonne experience d'achat.,2023-10-11,positif
REV00852,CUS02251,PRD020,5,"Super produit, je recommande vivement.",2024-05-25,positif
REV00853,CUS02693,PRD029,2,"Mauvaise qualite, je regrette mon achat.",2022-06-09,negatif
REV00854,CUS01684,PRD022,4,Tres bonne experience d'achat.,2024-02-20,positif
REV00855,CUS02597,PRD018,4,"Super produit, je recommande vivement.",2024-02-13,positif
REV00856,CUS00701,PRD014,5,Tres bonne experience d'achat.,2022-12-30,positif
REV00857,CUS01186,PRD024,4,Tres bonne experience d'achat.,2022-09-06,positif
REV00858,CUS00543,PRD002,4,Je suis ravi de cet achat.,2023-12-08,positif
REV00859,CUS02168,PRD024,5,Tres bonne experience d'achat.,2022-02-19,positif
REV00860,CUS00113,PRD012,5,"Tres satisfait, qualite au rendez-vous.",2024-06-08,positif
REV00861,CUS02507,PRD019,4,Je suis ravi de cet achat.,2022-07-18,positif
REV00862,CUS02118,PRD025,1,Produit ne correspond pas a la description.,2023-07-03,negatif
REV00863,CUS00812,PRD023,4,"Excellent produit, livraison rapide !",2023-01-30,positif
REV00864,CUS02289,PRD019,1,"Tres decu, le produit ne fonctionne pas.",2023-03-02,negatif
REV00865,CUS02899,PRD007,5,"Produit fantastique, rapport qualite-prix excellent.",2023-08-16,positif
REV00866,CUS02842,PRD015,5,"Produit conforme, livraison soignee.",2023-09-23,positif
REV00867,CUS01665,PRD022,5,"Produit fantastique, rapport qualite-prix excellent.",2022-12-24,positif
REV00868,CUS01894,PRD012,3,"Produit moyen, attendais mieux.",2024-02-09,neutre
REV00869,CUS01758,PRD021,3,"Produit moyen, attendais mieux.",2024-04-06,neutre
REV00870,CUS02993,PRD001,4,Je suis ravi de cet achat.,2023-04-25,positif
REV00871,CUS01925,PRD002,3,"Service standard, produit dans la moyenne.",2022-12-29,neutre
REV00872,CUS00952,PRD004,1,"Livraison tres en retard, emballage abime.",2022-10-29,negatif
REV00873,CUS01096,PRD014,5,Je suis ravi de cet achat.,2024-07-01,positif
REV00874,CUS00405,PRD025,5,"Parfait, correspond a la description.",2024-05-04,positif
REV00875,CUS02043,PRD027,4,"Tres satisfait, qualite au rendez-vous.",2022-06-27,positif
REV00876,CUS00191,PRD021,1,Produit ne correspond pas a la description.,2024-01-05,negatif
REV00877,CUS00637,PRD003,4,Je suis ravi de cet achat.,2023-03-07,positif
REV00878,CUS01093,PRD029,5,Tres bonne experience d'achat.,2023-03-09,positif
REV00879,CUS01711,PRD003,3,"Service standard, produit dans la moyenne.",2022-01-19,neutre
REV00880,CUS01616,PRD020,5,"Parfait, correspond a la description.",2023-09-09,positif
REV00881,CUS02118,PRD006,4,Tres bonne experience d'achat.,2023-02-25,positif
REV00882,CUS02529,PRD029,2,"Service client inexistant, probleme non resolu.",2024-03-22,negatif
REV00883,CUS02172,PRD003,5,"Parfait, correspond a la description.",2022-12-02,positif
REV00884,CUS02875,PRD018,3,Rien d'exceptionnel pour ce prix.,2022-10-29,neutre
REV00885,CUS02882,PRD005,2,"Produit defectueux, retour complique.",2022-02-27,negatif
REV00886,CUS00517,PRD029,4,"Tres satisfait, qualite au rendez-vous.",2023-12-12,positif
REV00887,CUS00276,PRD007,1,Produit ne correspond pas a la description.,2023-03-16,negatif
REV00888,CUS00451,PRD030,2,"Produit defectueux, retour complique.",2022-08-18,negatif
REV00889,CUS02569,PRD022,5,"Excellent produit, livraison rapide !",2022-09-25,positif
REV00890,CUS01453,PRD012,4,"Produit conforme, livraison soignee.",2022-06-14,positif
REV00891,CUS01849,PRD026,4,"Parfait, correspond a la description.",2023-11-05,positif
REV00892,CUS02372,PRD002,5,Tres bonne experience d'achat.,2022-12-31,positif
REV00893,CUS00654,PRD022,5,"Super produit, je recommande vivement.",2023-12-12,positif
REV00894,CUS02344,PRD014,5,Je suis ravi de cet achat.,2024-01-12,positif
REV00895,CUS00248,PRD018,3,Rien d'exceptionnel pour ce prix.,2024-06-10,neutre
REV00896,CUS02443,PRD016,3,"Produit correct, sans plus.",2023-12-17,neutre
REV00897,CUS02388,PRD017,5,"Excellent produit, livraison rapide !",2023-09-17,positif
REV00898,CUS01805,PRD022,4,"Tres satisfait, qualite au rendez-vous.",2023-09-17,positif
REV00899,CUS01015,PRD028,2,"Produit defectueux, retour complique.",2022-11-07,negatif
REV00900,CUS02037,PRD003,5,"Super produit, je recommande vivement.",2023-09-08,positif
REV00901,CUS01879,PRD024,5,Je suis ravi de cet achat.,2022-11-03,positif
REV00902,CUS01906,PRD020,3,Conforme mais delai un peu long.,2022-07-30,neutre
REV00903,CUS02109,PRD003,5,Tres bonne experience d'achat.,2024-06-27,positif
REV00904,CUS01808,PRD028,3,Rien d'exceptionnel pour ce prix.,2023-01-24,neutre
REV00905,CUS00520,PRD012,4,"Super produit, je recommande vivement.",2023-07-26,positif
REV00906,CUS01645,PRD028,5,"Tres satisfait, qualite au rendez-vous.",2022-05-19,positif
REV00907,CUS00554,PRD003,4,"Super produit, je recommande vivement.",2022-11-19,positif
REV00908,CUS00750,PRD024,5,Tres bonne experience d'achat.,2023-05-04,positif
REV00909,CUS00858,PRD004,4,Tres bonne experience d'achat.,2022-06-06,positif
REV00910,CUS00824,PRD013,5,Tres bonne experience d'achat.,2023-12-09,positif
REV00911,CUS02366,PRD023,4,"Parfait, correspond a la description.",2024-01-12,positif
REV00912,CUS01619,PRD002,2,"Livraison tres en retard, emballage abime.",2023-06-10,negatif
REV00913,CUS02783,PRD018,5,"Excellent produit, livraison rapide !",2024-06-19,positif
REV00914,CUS00029,PRD004,3,"Service standard, produit dans la moyenne.",2022-03-03,neutre
REV00915,CUS00028,PRD024,5,"Super produit, je recommande vivement.",2023-05-07,positif
REV00916,CUS00987,PRD019,4,"Excellent produit, livraison rapide !",2024-02-01,positif
REV00917,CUS01699,PRD004,4,"Produit fantastique, rapport qualite-prix excellent.",2022-10-12,positif
REV00918,CUS02550,PRD009,4,"Tres satisfait, qualite au rendez-vous.",2023-08-24,positif
REV00919,CUS02043,PRD007,5,"Produit conforme, livraison soignee.",2022-12-16,positif
REV00920,CUS01028,PRD016,3,"Produit moyen, attendais mieux.",2024-03-21,neutre
REV00921,CUS01712,PRD020,5,"Super produit, je recommande vivement.",2024-01-25,positif
REV00922,CUS00537,PRD006,5,"Tres satisfait, qualite au rendez-vous.",2024-04-09,positif
REV00923,CUS02292,PRD017,5,"Super produit, je recommande vivement.",2022-12-26,positif
REV00924,CUS00920,PRD005,5,Tres bonne experience d'achat.,2022-08-05,positif
REV00925,CUS00790,PRD030,4,"Excellent produit, livraison rapide !",2024-04-03,positif
REV00926,CUS01926,PRD023,4,"Super produit, je recommande vivement.",2023-06-07,positif
REV00927,CUS01233,PRD009,3,"Produit moyen, attendais mieux.",2024-04-13,neutre
REV00928,CUS02544,PRD010,4,"Produit fantastique, rapport qualite-prix excellent.",2024-05-08,positif
REV00929,CUS00747,PRD005,5,"Tres satisfait, qualite au rendez-vous.",2023-05-03,positif
REV00930,CUS01601,PRD016,4,"Produit conforme, livraison soignee.",2022-04-22,positif
REV00931,CUS00962,PRD018,3,"Produit correct, sans plus.",2022-04-16,neutre
REV00932,CUS01346,PRD004,2,Produit ne correspond pas a la description.,2023-09-08,negatif
REV00933,CUS02062,PRD003,3,"Produit moyen, attendais mieux.",2022-09-23,neutre
REV00934,CUS02049,PRD005,5,"Produit fantastique, rapport qualite-prix excellent.",2022-12-13,positif
REV00935,CUS00071,PRD019,5,"Produit conforme, livraison soignee.",2022-10-14,positif
REV00936,CUS00682,PRD001,5,"Excellent produit, livraison rapide !",2022-02-21,positif
REV00937,CUS00495,PRD019,5,"Super produit, je recommande vivement.",2024-02-26,positif
REV00938,CUS02799,PRD010,5,"Excellent produit, livraison rapide !",2024-05-06,positif
REV00939,CUS00229,PRD012,5,"Excellent produit, livraison rapide !",2024-02-13,positif
REV00940,CUS01993,PRD004,5,"Produit fantastique, rapport qualite-prix excellent.",2024-03-03,positif
REV00941,CUS02281,PRD003,5,"Produit fantastique, rapport qualite-prix excellent.",2023-09-24,positif
REV00942,CUS01172,PRD005,4,"Excellent produit, livraison rapide !",2024-06-06,positif
REV00943,CUS02150,PRD009,3,"Produit moyen, attendais mieux.",2024-04-20,neutre
REV00944,CUS01602,PRD022,3,Conforme mais delai un peu long.,2022-08-27,neutre
REV00945,CUS01628,PRD017,5,Je suis ravi de cet achat.,2022-07-17,positif
REV00946,CUS01060,PRD028,4,"Produit conforme, livraison soignee.",2022-05-27,positif
REV00947,CUS01895,PRD009,2,Produit ne correspond pas a la description.,2022-07-18,negatif
REV00948,CUS00674,PRD001,4,"Super produit, je recommande vivement.",2023-05-01,positif
REV00949,CUS00716,PRD030,5,"Produit fantastique, rapport qualite-prix excellent.",2023-06-21,positif
REV00950,CUS00038,PRD015,5,Tres bonne experience d'achat.,2022-06-02,positif
REV00951,CUS00475,PRD006,5,"Tres satisfait, qualite au rendez-vous.",2024-06-09,positif
REV00952,CUS01688,PRD021,5,"Parfait, correspond a la description.",2023-11-30,positif
REV00953,CUS01687,PRD015,4,"Super produit, je recommande vivement.",2023-05-17,positif
REV00954,CUS00545,PRD018,4,"Parfait, correspond a la description.",2022-07-26,positif
REV00955,CUS00380,PRD018,3,Rien d'exceptionnel pour ce prix.,2022-10-02,neutre
REV00956,CUS01649,PRD001,3,"Service standard, produit dans la moyenne.",2023-04-15,neutre
